,Geneid,KO,Pathway_ko,Definition
8519,Cre12.g546650,K10575,09123,"Folding, sorting and degradation\n"
8520,Cre12.g546650,K10575,04120,Ubiquitin mediated proteolysis\n
8521,Cre12.g546650,K10575,09164,Neurodegenerative diseases\n
8522,Cre12.g546650,K10575,09182,Protein families: genetic information processing\n
8523,Cre12.g547150,K01482,09183,Protein families: signaling and cellular processes\n
8524,Cre12.g547750,K03341,09106,Metabolism of other amino acids\n
8525,Cre12.g547750,K03341,09122,Translation\n
8526,Cre12.g548000,K14550,09122,Translation\n
8527,Cre12.g548000,K14550,09182,Protein families: genetic information processing\n
8528,Cre12.g548152,K15084,09183,Protein families: signaling and cellular processes\n
8529,Cre12.g548250,K13216,09181,Protein families: metabolism\n
8530,Cre12.g548250,K13216,09182,Protein families: genetic information processing\n
8531,Cre12.g548400,K08913,09102,Energy metabolism\n
8532,Cre12.g548400,K08913,09181,Protein families: metabolism\n
8533,Cre12.g548650,K16531,09182,Protein families: genetic information processing\n
8534,Cre12.g548950,K08913,09102,Energy metabolism\n
8535,Cre12.g548950,K08913,09181,Protein families: metabolism\n
8536,Cre12.g549100,K12837,09121,Transcription\n
8537,Cre12.g549100,K12837,09182,Protein families: genetic information processing\n
8538,Cre12.g549550,K07375,09141,Transport and catabolism\n
8539,Cre12.g549550,K07375,09144,Cellular community - eukaryotes\n
8540,Cre12.g549550,K07375,09171,Infectious diseases: Bacterial\n
8541,Cre12.g549550,K07375,09182,Protein families: genetic information processing\n
8542,Cre12.g549550,K07375,09183,Protein families: signaling and cellular processes\n
8543,Cre12.g549550,K07375,04147,Exosome\n
8544,Cre12.g549700,K11884,09182,Protein families: genetic information processing\n
8545,Cre12.g549700,K11884,03051,Proteasome\n
8546,Cre12.g549750,K02218,09132,Signal transduction\n
8547,Cre12.g549750,K02218,04392,Hippo signaling pathway - multiple species\n
8548,Cre12.g549750,K02218,09181,Protein families: metabolism\n
8549,Cre12.g549800,K03097,09122,Translation\n
8550,Cre12.g549800,K03097,09132,Signal transduction\n
8551,Cre12.g549800,K03097,04064,NF-kappa B signaling pathway\n
8552,Cre12.g549800,K03097,09141,Transport and catabolism\n
8553,Cre12.g549800,K03097,04139,Mitophagy - yeast\n
8554,Cre12.g549800,K03097,09144,Cellular community - eukaryotes\n
8555,Cre12.g549800,K03097,09159,Environmental adaptation\n
8556,Cre12.g549800,K03097,09172,Infectious diseases: Viral\n
8557,Cre12.g549800,K03097,05168,Herpes simplex infection\n
8558,Cre12.g549800,K03097,09181,Protein families: metabolism\n
8559,Cre12.g549800,K03097,09182,Protein families: genetic information processing\n
8560,Cre12.g550300,K08835,09181,Protein families: metabolism\n
8561,Cre12.g550400,K03676,09182,Protein families: genetic information processing\n
8562,Cre12.g550600,K13347,09141,Transport and catabolism\n
8563,Cre12.g550700,K00601,09104,Nucleotide metabolism\n
8564,Cre12.g550700,K00601,09108,Metabolism of cofactors and vitamins\n
8565,Cre12.g550800,K03515,09124,Replication and repair\n
8566,Cre12.g550800,K03515,09182,Protein families: genetic information processing\n
8567,Cre12.g550850,K02717,09102,Energy metabolism\n
8568,Cre12.g550850,K02717,09181,Protein families: metabolism\n
8569,Cre12.g550900,K12385,09141,Transport and catabolism\n
8570,Cre12.g550900,K12385,09154,Digestive system\n
8571,Cre12.g550900,K12385,09183,Protein families: signaling and cellular processes\n
8572,Cre12.g551250,K08824,09181,Protein families: metabolism\n
8573,Cre12.g551500,K03686,09182,Protein families: genetic information processing\n
8574,Cre12.g551500,K03686,03029,Mitochondrial biogenesis\n
8575,Cre12.g551550,K15255,09182,Protein families: genetic information processing\n
8576,Cre12.g551550,K15255,03029,Mitochondrial biogenesis\n
8577,Cre12.g552200,K00688,09101,Carbohydrate metabolism\n
8578,Cre12.g552200,K00688,09143,Cell growth and death\n
8579,Cre12.g552200,K00688,09145,Cellular community - prokaryotes\n
8580,Cre12.g552200,K00688,09152,Endocrine system\n
8581,Cre12.g552200,K00688,04922,Glucagon signaling pathway\n
8582,Cre12.g552200,K00688,09167,Endocrine and metabolic diseases\n
8583,Cre12.g553050,K14313,09122,Translation\n
8584,Cre12.g553050,K14313,09182,Protein families: genetic information processing\n
8585,Cre12.g553250,K00850,09101,Carbohydrate metabolism\n
8586,Cre12.g553250,K00850,00030,Pentose phosphate pathway\n
8587,Cre12.g553250,K00850,00051,Fructose and mannose metabolism\n
8588,Cre12.g553250,K00850,00052,Galactose metabolism\n
8589,Cre12.g553250,K00850,09102,Energy metabolism\n
8590,Cre12.g553250,K00850,09123,"Folding, sorting and degradation\n"
8591,Cre12.g553250,K00850,09132,Signal transduction\n
8592,Cre12.g553250,K00850,09161,Cancers: Overview\n
8593,Cre12.g553250,K00850,09181,Protein families: metabolism\n
8594,Cre12.g553250,K00850,09182,Protein families: genetic information processing\n
8595,Cre12.g553750,K13095,09182,Protein families: genetic information processing\n
8596,Cre12.g553900,K04905,09183,Protein families: signaling and cellular processes\n
8597,Cre12.g554200,K08496,09123,"Folding, sorting and degradation\n"
8598,Cre12.g554200,K08496,09182,Protein families: genetic information processing\n
8599,Cre12.g554700,K08517,09123,"Folding, sorting and degradation\n"
8600,Cre12.g554700,K08517,09141,Transport and catabolism\n
8601,Cre12.g554700,K08517,09171,Infectious diseases: Bacterial\n
8602,Cre12.g554700,K08517,09182,Protein families: genetic information processing\n
8603,Cre12.g554800,K00855,09102,Energy metabolism\n
8604,Cre12.g554850,K03671,09151,Immune system\n
8605,Cre12.g554850,K03671,09166,Cardiovascular diseases\n
8606,Cre12.g554850,K03671,09182,Protein families: genetic information processing\n
8607,Cre12.g554953,K03521,09191,Unclassified: metabolism\n
8608,Cre12.g555250,K03950,09102,Energy metabolism\n
8609,Cre12.g555250,K03950,09156,Nervous system\n
8610,Cre12.g555250,K03950,09159,Environmental adaptation\n
8611,Cre12.g555250,K03950,09164,Neurodegenerative diseases\n
8612,Cre12.g555250,K03950,05012,Parkinson disease\n
8613,Cre12.g555250,K03950,05016,Huntington disease\n
8614,Cre12.g555250,K03950,09167,Endocrine and metabolic diseases\n
8615,Cre12.g555450,K00915,09101,Carbohydrate metabolism\n
8616,Cre12.g555450,K00915,09132,Signal transduction\n
8617,Cre12.g555450,K00915,09141,Transport and catabolism\n
8618,Cre12.g555550,K05768,09142,Cell motility\n
8619,Cre12.g555550,K05768,09151,Immune system\n
8620,Cre12.g555550,K05768,09161,Cancers: Overview\n
8621,Cre12.g555550,K05768,09183,Protein families: signaling and cellular processes\n
8622,Cre12.g555550,K05768,04147,Exosome\n
8623,Cre12.g555950,K10408,09164,Neurodegenerative diseases\n
8624,Cre12.g555950,K10408,09183,Protein families: signaling and cellular processes\n
8625,Cre12.g555951,K11752,09108,Metabolism of cofactors and vitamins\n
8626,Cre12.g555951,K11752,09145,Cellular community - prokaryotes\n
8627,Cre12.g556050,K02939,09122,Translation\n
8628,Cre12.g556050,K02939,09182,Protein families: genetic information processing\n
8629,Cre12.g556150,K07052,09194,Poorly characterized\n
8630,Cre12.g556250,K16944,09182,Protein families: genetic information processing\n
8631,Cre12.g556250,K16944,09183,Protein families: signaling and cellular processes\n
8632,Cre12.g556250,K16944,04147,Exosome\n
8633,Cre12.g556400,K08066,09151,Immune system\n
8634,Cre12.g556400,K08066,09171,Infectious diseases: Bacterial\n
8635,Cre12.g556400,K08066,09182,Protein families: genetic information processing\n
8636,Cre12.g556450,K15151,09182,Protein families: genetic information processing\n
8637,Cre12.g556600,K00131,09101,Carbohydrate metabolism\n
8638,Cre12.g556600,K00131,00030,Pentose phosphate pathway\n
8639,Cre12.g556650,K03351,09123,"Folding, sorting and degradation\n"
8640,Cre12.g556650,K03351,09143,Cell growth and death\n
8641,Cre12.g556650,K03351,04111,Cell cycle - yeast\n
8642,Cre12.g556650,K03351,04113,Meiosis - yeast\n
8643,Cre12.g556650,K03351,04114,Oocyte meiosis\n
8644,Cre12.g556650,K03351,09152,Endocrine system\n
8645,Cre12.g556650,K03351,09172,Infectious diseases: Viral\n
8646,Cre12.g556650,K03351,09182,Protein families: genetic information processing\n
8647,Cre12.g556650,K03351,03036,Chromosome and associated proteins\n
8648,Cre12.g556911,K10865,09124,Replication and repair\n
8649,Cre12.g556911,K10865,03450,Non-homologous end-joining\n
8650,Cre12.g556911,K10865,09143,Cell growth and death\n
8651,Cre12.g556911,K10865,09182,Protein families: genetic information processing\n
8652,Cre12.g556911,K10865,03400,DNA repair and recombination proteins\n
8653,Cre12.g557000,K08336,09132,Signal transduction\n
8654,Cre12.g557000,K08336,09141,Transport and catabolism\n
8655,Cre12.g557000,K08336,04138,Autophagy - yeast\n
8656,Cre12.g557000,K08336,04136,Autophagy - other\n
8657,Cre12.g557000,K08336,09151,Immune system\n
8658,Cre12.g557000,K08336,04622,RIG-I-like receptor signaling pathway\n
8659,Cre12.g557000,K08336,09182,Protein families: genetic information processing\n
8660,Cre12.g557000,K08336,04121,Ubiquitin system\n
8661,Cre12.g557000,K08336,03029,Mitochondrial biogenesis\n
8662,Cre12.g557050,K02221,09183,Protein families: signaling and cellular processes\n
8663,Cre12.g557100,K00573,09191,Unclassified: metabolism\n
8664,Cre12.g557252,K18985,09171,Infectious diseases: Bacterial\n
8665,Cre12.g557252,K18985,05100,Bacterial invasion of epithelial cells\n
8666,Cre12.g557400,K10838,09124,Replication and repair\n
8667,Cre12.g557400,K10838,09182,Protein families: genetic information processing\n
8668,Cre12.g557600,K00939,09104,Nucleotide metabolism\n
8669,Cre12.g557600,K00939,09108,Metabolism of cofactors and vitamins\n
8670,Cre12.g557600,K00939,09183,Protein families: signaling and cellular processes\n
8671,Cre12.g557700,K01069,09101,Carbohydrate metabolism\n
8672,Cre12.g557800,K06875,09193,Unclassified: signaling and cellular processes\n
8673,Cre12.g557900,K01824,09103,Lipid metabolism\n
8674,Cre12.g557950,K09528,09182,Protein families: genetic information processing\n
8675,Cre12.g557950,K09528,03110,Chaperones and folding catalysts\n
8676,Cre12.g558000,K02990,09122,Translation\n
8677,Cre12.g558000,K02990,09182,Protein families: genetic information processing\n
8678,Cre12.g558000,K02990,03029,Mitochondrial biogenesis\n
8679,Cre12.g558100,K11434,09132,Signal transduction\n
8680,Cre12.g558100,K11434,09152,Endocrine system\n
8681,Cre12.g558100,K11434,09182,Protein families: genetic information processing\n
8682,Cre12.g558400,K00773,09182,Protein families: genetic information processing\n
8683,Cre12.g558450,K00797,09105,Amino acid metabolism\n
8684,Cre12.g558450,K00797,00330,Arginine and proline metabolism\n
8685,Cre12.g558450,K00797,09106,Metabolism of other amino acids\n
8686,Cre12.g558450,K00797,00480,Glutathione metabolism\n
8687,Cre12.g558650,K03680,09122,Translation\n
8688,Cre12.g558650,K03680,09182,Protein families: genetic information processing\n
8689,Cre12.g558700,K00940,09104,Nucleotide metabolism\n
8690,Cre12.g558700,K00940,00240,Pyrimidine metabolism\n
8691,Cre12.g558700,K00940,09111,Xenobiotics biodegradation and metabolism\n
8692,Cre12.g558700,K00940,09132,Signal transduction\n
8693,Cre12.g558700,K00940,09182,Protein families: genetic information processing\n
8694,Cre12.g559250,K06630,09132,Signal transduction\n
8695,Cre12.g559250,K06630,04390,Hippo signaling pathway\n
8696,Cre12.g559250,K06630,04391,Hippo signaling pathway - fly\n
8697,Cre12.g559250,K06630,04151,PI3K-Akt signaling pathway\n
8698,Cre12.g559250,K06630,09143,Cell growth and death\n
8699,Cre12.g559250,K06630,04114,Oocyte meiosis\n
8700,Cre12.g559250,K06630,09156,Nervous system\n
8701,Cre12.g559250,K06630,09161,Cancers: Overview\n
8702,Cre12.g559250,K06630,09172,Infectious diseases: Viral\n
8703,Cre12.g559250,K06630,09182,Protein families: genetic information processing\n
8704,Cre12.g559250,K06630,09183,Protein families: signaling and cellular processes\n
8705,Cre12.g559800,K00799,09106,Metabolism of other amino acids\n
8706,Cre12.g559800,K00799,09111,Xenobiotics biodegradation and metabolism\n
8707,Cre12.g559800,K00799,00982,Drug metabolism - cytochrome P450\n
8708,Cre12.g559800,K00799,00983,Drug metabolism - other enzymes\n
8709,Cre12.g559800,K00799,09161,Cancers: Overview\n
8710,Cre12.g559800,K00799,05204,Chemical carcinogenesis\n
8711,Cre12.g559800,K00799,09162,Cancers: Specific types\n
8712,Cre12.g559800,K00799,09166,Cardiovascular diseases\n
8713,Cre12.g559800,K00799,09176,Drug resistance: Antineoplastic\n
8714,Cre12.g559800,K00799,09183,Protein families: signaling and cellular processes\n
8715,Cre12.g559850,K12880,09121,Transcription\n
8716,Cre12.g559850,K12880,09122,Translation\n
8717,Cre12.g559850,K12880,09182,Protein families: genetic information processing\n
8718,Cre12.g559850,K12880,03041,Spliceosome\n
8719,Cre12.g560150,K07874,09171,Infectious diseases: Bacterial\n
8720,Cre12.g560150,K07874,09182,Protein families: genetic information processing\n
8721,Cre12.g560150,K07874,09183,Protein families: signaling and cellular processes\n
8722,Cre12.g560150,K07874,04031,GTP-binding proteins\n
8723,Cre12.g560200,K00621,09101,Carbohydrate metabolism\n
8724,Cre12.g560300,K12741,09121,Transcription\n
8725,Cre12.g560300,K12741,09182,Protein families: genetic information processing\n
8726,Cre12.g560300,K12741,03041,Spliceosome\n
8727,Cre12.g560350,K08857,09181,Protein families: metabolism\n
8728,Cre12.g560350,K08857,09182,Protein families: genetic information processing\n
8729,Cre12.g560350,K08857,03400,DNA repair and recombination proteins\n
8730,Cre12.g560550,K00604,09108,Metabolism of cofactors and vitamins\n
8731,Cre12.g560550,K00604,09122,Translation\n
8732,Cre12.g560600,K00858,09108,Metabolism of cofactors and vitamins\n
8733,Cre12.g560700,K03686,09182,Protein families: genetic information processing\n
8734,Cre12.g560700,K03686,03029,Mitochondrial biogenesis\n
8735,Cre12.g560800,K14664,09181,Protein families: metabolism\n
8736,Cre12.g560950,K08905,09102,Energy metabolism\n
8737,Cre12.g560950,K08905,09181,Protein families: metabolism\n
8738,Cre12.g561000,K03768,09182,Protein families: genetic information processing\n
8739,Cre12.g561550,K05661,09131,Membrane transport\n
8740,Cre12.g561550,K05661,09183,Protein families: signaling and cellular processes\n
8741,Cre13.g561900,K03470,09124,Replication and repair\n
8742,Cre13.g561900,K03470,09182,Protein families: genetic information processing\n
8743,Cre13.g562150,K06942,09182,Protein families: genetic information processing\n
8744,Cre13.g562300,K11275,09182,Protein families: genetic information processing\n
8745,Cre13.g562550,K18914,09182,Protein families: genetic information processing\n
8746,Cre13.g562950,K03353,09123,"Folding, sorting and degradation\n"
8747,Cre13.g562950,K03353,09143,Cell growth and death\n
8748,Cre13.g562950,K03353,04111,Cell cycle - yeast\n
8749,Cre13.g562950,K03353,04113,Meiosis - yeast\n
8750,Cre13.g562950,K03353,04114,Oocyte meiosis\n
8751,Cre13.g562950,K03353,09152,Endocrine system\n
8752,Cre13.g562950,K03353,09172,Infectious diseases: Viral\n
8753,Cre13.g562950,K03353,09181,Protein families: metabolism\n
8754,Cre13.g562950,K03353,09182,Protein families: genetic information processing\n
8755,Cre13.g562950,K03353,03036,Chromosome and associated proteins\n
8756,Cre13.g563550,K01099,09101,Carbohydrate metabolism\n
8757,Cre13.g563550,K01099,09132,Signal transduction\n
8758,Cre13.g563550,K01099,09182,Protein families: genetic information processing\n
8759,Cre13.g563733,K04368,09132,Signal transduction\n
8760,Cre13.g563733,K04368,04015,Rap1 signaling pathway\n
8761,Cre13.g563733,K04368,04010,MAPK signaling pathway\n
8762,Cre13.g563733,K04368,04013,MAPK signaling pathway - fly\n
8763,Cre13.g563733,K04368,04012,ErbB signaling pathway\n
8764,Cre13.g563733,K04368,04370,VEGF signaling pathway\n
8765,Cre13.g563733,K04368,04371,Apelin signaling pathway\n
8766,Cre13.g563733,K04368,04668,TNF signaling pathway\n
8767,Cre13.g563733,K04368,04066,HIF-1 signaling pathway\n
8768,Cre13.g563733,K04368,04068,FoxO signaling pathway\n
8769,Cre13.g563733,K04368,04072,Phospholipase D signaling pathway\n
8770,Cre13.g563733,K04368,04071,Sphingolipid signaling pathway\n
8771,Cre13.g563733,K04368,04024,cAMP signaling pathway\n
8772,Cre13.g563733,K04368,04022,cGMP-PKG signaling pathway\n
8773,Cre13.g563733,K04368,04151,PI3K-Akt signaling pathway\n
8774,Cre13.g563733,K04368,04150,mTOR signaling pathway\n
8775,Cre13.g563733,K04368,09141,Transport and catabolism\n
8776,Cre13.g563733,K04368,09143,Cell growth and death\n
8777,Cre13.g563733,K04368,04210,Apoptosis\n
8778,Cre13.g563733,K04368,04218,Cellular senescence\n
8779,Cre13.g563733,K04368,09144,Cellular community - eukaryotes\n
8780,Cre13.g563733,K04368,04540,Gap junction\n
8781,Cre13.g563733,K04368,04550,Signaling pathways regulating pluripotency of stem cells\n
8782,Cre13.g563733,K04368,09142,Cell motility\n
8783,Cre13.g563733,K04368,09151,Immune system\n
8784,Cre13.g563733,K04368,04650,Natural killer cell mediated cytotoxicity\n
8785,Cre13.g563733,K04368,04660,T cell receptor signaling pathway\n
8786,Cre13.g563733,K04368,04662,B cell receptor signaling pathway\n
8787,Cre13.g563733,K04368,04664,Fc epsilon RI signaling pathway\n
8788,Cre13.g563733,K04368,04666,Fc gamma R-mediated phagocytosis\n
8789,Cre13.g563733,K04368,04062,Chemokine signaling pathway\n
8790,Cre13.g563733,K04368,09152,Endocrine system\n
8791,Cre13.g563733,K04368,04912,GnRH signaling pathway\n
8792,Cre13.g563733,K04368,04915,Estrogen signaling pathway\n
8793,Cre13.g563733,K04368,04914,Progesterone-mediated oocyte maturation\n
8794,Cre13.g563733,K04368,04917,Prolactin signaling pathway\n
8795,Cre13.g563733,K04368,04921,Oxytocin signaling pathway\n
8796,Cre13.g563733,K04368,04926,Relaxin signaling pathway\n
8797,Cre13.g563733,K04368,04919,Thyroid hormone signaling pathway\n
8798,Cre13.g563733,K04368,04928,"Parathyroid hormone synthesis, secretion and action\n"
8799,Cre13.g563733,K04368,04916,Melanogenesis\n
8800,Cre13.g563733,K04368,09153,Circulatory system\n
8801,Cre13.g563733,K04368,09156,Nervous system\n
8802,Cre13.g563733,K04368,04726,Serotonergic synapse\n
8803,Cre13.g563733,K04368,04720,Long-term potentiation\n
8804,Cre13.g563733,K04368,04730,Long-term depression\n
8805,Cre13.g563733,K04368,04722,Neurotrophin signaling pathway\n
8806,Cre13.g563733,K04368,09158,Development\n
8807,Cre13.g563733,K04368,04380,Osteoclast differentiation\n
8808,Cre13.g563733,K04368,09159,Environmental adaptation\n
8809,Cre13.g563733,K04368,09161,Cancers: Overview\n
8810,Cre13.g563733,K04368,05230,Central carbon metabolism in cancer\n
8811,Cre13.g563733,K04368,05231,Choline metabolism in cancer\n
8812,Cre13.g563733,K04368,05206,MicroRNAs in cancer\n
8813,Cre13.g563733,K04368,05205,Proteoglycans in cancer\n
8814,Cre13.g563733,K04368,09162,Cancers: Specific types\n
8815,Cre13.g563733,K04368,05212,Pancreatic cancer\n
8816,Cre13.g563733,K04368,05225,Hepatocellular carcinoma\n
8817,Cre13.g563733,K04368,05226,Gastric cancer\n
8818,Cre13.g563733,K04368,05214,Glioma\n
8819,Cre13.g563733,K04368,05216,Thyroid cancer\n
8820,Cre13.g563733,K04368,05221,Acute myeloid leukemia\n
8821,Cre13.g563733,K04368,05220,Chronic myeloid leukemia\n
8822,Cre13.g563733,K04368,05218,Melanoma\n
8823,Cre13.g563733,K04368,05211,Renal cell carcinoma\n
8824,Cre13.g563733,K04368,05219,Bladder cancer\n
8825,Cre13.g563733,K04368,05215,Prostate cancer\n
8826,Cre13.g563733,K04368,05213,Endometrial cancer\n
8827,Cre13.g563733,K04368,05224,Breast cancer\n
8828,Cre13.g563733,K04368,05223,Non-small cell lung cancer\n
8829,Cre13.g563733,K04368,09164,Neurodegenerative diseases\n
8830,Cre13.g563733,K04368,09165,Substance dependence\n
8831,Cre13.g563733,K04368,09167,Endocrine and metabolic diseases\n
8832,Cre13.g563733,K04368,09172,Infectious diseases: Viral\n
8833,Cre13.g563733,K04368,05170,Human immunodeficiency virus 1 infection\n
8834,Cre13.g563733,K04368,05164,Influenza A\n
8835,Cre13.g563733,K04368,05161,Hepatitis B\n
8836,Cre13.g563733,K04368,05160,Hepatitis C\n
8837,Cre13.g563733,K04368,05163,Human cytomegalovirus infection\n
8838,Cre13.g563733,K04368,05167,Kaposi sarcoma-associated herpesvirus infection\n
8839,Cre13.g563733,K04368,05165,Human papillomavirus infection\n
8840,Cre13.g563733,K04368,09176,Drug resistance: Antineoplastic\n
8841,Cre13.g563733,K04368,01522,Endocrine resistance\n
8842,Cre13.g563733,K04368,09181,Protein families: metabolism\n
8843,Cre13.g563800,K10357,09182,Protein families: genetic information processing\n
8844,Cre13.g563800,K10357,04131,Membrane trafficking\n
8845,Cre13.g563800,K10357,03029,Mitochondrial biogenesis\n
8846,Cre13.g563800,K10357,09183,Protein families: signaling and cellular processes\n
8847,Cre13.g563850,K18213,09122,Translation\n
8848,Cre13.g563850,K18213,09182,Protein families: genetic information processing\n
8849,Cre13.g564250,K03254,09122,Translation\n
8850,Cre13.g564250,K03254,09182,Protein families: genetic information processing\n
8851,Cre13.g564350,K04728,09124,Replication and repair\n
8852,Cre13.g564350,K04728,09132,Signal transduction\n
8853,Cre13.g564350,K04728,04068,FoxO signaling pathway\n
8854,Cre13.g564350,K04728,09143,Cell growth and death\n
8855,Cre13.g564350,K04728,04210,Apoptosis\n
8856,Cre13.g564350,K04728,04214,Apoptosis - fly\n
8857,Cre13.g564350,K04728,04115,p53 signaling pathway\n
8858,Cre13.g564350,K04728,04218,Cellular senescence\n
8859,Cre13.g564350,K04728,09161,Cancers: Overview\n
8860,Cre13.g564350,K04728,05206,MicroRNAs in cancer\n
8861,Cre13.g564350,K04728,09172,Infectious diseases: Viral\n
8862,Cre13.g564350,K04728,05170,Human immunodeficiency virus 1 infection\n
8863,Cre13.g564350,K04728,05165,Human papillomavirus infection\n
8864,Cre13.g564350,K04728,09176,Drug resistance: Antineoplastic\n
8865,Cre13.g564350,K04728,09181,Protein families: metabolism\n
8866,Cre13.g564350,K04728,09182,Protein families: genetic information processing\n
8867,Cre13.g564350,K04728,03400,DNA repair and recombination proteins\n
8868,Cre13.g564500,K13412,09159,Environmental adaptation\n
8869,Cre13.g564500,K13412,09174,Infectious diseases: Parasitic\n
8870,Cre13.g564500,K13412,09181,Protein families: metabolism\n
8871,Cre13.g564750,K18729,09182,Protein families: genetic information processing\n
8872,Cre13.g564766,K13293,09104,Nucleotide metabolism\n
8873,Cre13.g564766,K13293,09132,Signal transduction\n
8874,Cre13.g564766,K13293,09152,Endocrine system\n
8875,Cre13.g564766,K13293,09165,Substance dependence\n
8876,Cre13.g564800,K12319,09104,Nucleotide metabolism\n
8877,Cre13.g564800,K12319,09132,Signal transduction\n
8878,Cre13.g564800,K12319,09144,Cellular community - eukaryotes\n
8879,Cre13.g564800,K12319,09151,Immune system\n
8880,Cre13.g564800,K12319,09152,Endocrine system\n
8881,Cre13.g564800,K12319,04924,Renin secretion\n
8882,Cre13.g564800,K12319,09153,Circulatory system\n
8883,Cre13.g564800,K12319,09154,Digestive system\n
8884,Cre13.g564800,K12319,09156,Nervous system\n
8885,Cre13.g564800,K12319,09159,Environmental adaptation\n
8886,Cre13.g564950,K14536,09122,Translation\n
8887,Cre13.g564950,K14536,09182,Protein families: genetic information processing\n
8888,Cre13.g565450,K01756,09104,Nucleotide metabolism\n
8889,Cre13.g565450,K01756,09105,Amino acid metabolism\n
8890,Cre13.g565550,K03008,09121,Transcription\n
8891,Cre13.g565550,K03008,09164,Neurodegenerative diseases\n
8892,Cre13.g565550,K03008,09182,Protein families: genetic information processing\n
8893,Cre13.g565550,K03008,03400,DNA repair and recombination proteins\n
8894,Cre13.g565650,K05356,09109,Metabolism of terpenoids and polyketides\n
8895,Cre13.g565650,K05356,09181,Protein families: metabolism\n
8896,Cre13.g565750,K14416,09122,Translation\n
8897,Cre13.g565750,K14416,09171,Infectious diseases: Bacterial\n
8898,Cre13.g565750,K14416,09182,Protein families: genetic information processing\n
8899,Cre13.g565800,K13379,09101,Carbohydrate metabolism\n
8900,Cre13.g565800,K13379,09181,Protein families: metabolism\n
8901,Cre13.g565850,K05236,09182,Protein families: genetic information processing\n
8902,Cre13.g565850,K05236,09183,Protein families: signaling and cellular processes\n
8903,Cre13.g566000,K01938,09102,Energy metabolism\n
8904,Cre13.g566000,K01938,09108,Metabolism of cofactors and vitamins\n
8905,Cre13.g566050,K11099,09121,Transcription\n
8906,Cre13.g566050,K11099,09182,Protein families: genetic information processing\n
8907,Cre13.g566050,K11099,03032,DNA replication proteins\n
8908,Cre13.g566150,K15507,09182,Protein families: genetic information processing\n
8909,Cre13.g566650,K01897,09103,Lipid metabolism\n
8910,Cre13.g566650,K01897,00071,Fatty acid degradation\n
8911,Cre13.g566650,K01897,09141,Transport and catabolism\n
8912,Cre13.g566650,K01897,09143,Cell growth and death\n
8913,Cre13.g566650,K01897,09145,Cellular community - prokaryotes\n
8914,Cre13.g566650,K01897,09152,Endocrine system\n
8915,Cre13.g566650,K01897,03320,PPAR signaling pathway\n
8916,Cre13.g566650,K01897,09159,Environmental adaptation\n
8917,Cre13.g566650,K01897,09181,Protein families: metabolism\n
8918,Cre13.g566650,K01897,09183,Protein families: signaling and cellular processes\n
8919,Cre13.g566700,K11094,09121,Transcription\n
8920,Cre13.g566700,K11094,09182,Protein families: genetic information processing\n
8921,Cre13.g567100,K00225,09101,Carbohydrate metabolism\n
8922,Cre13.g567450,K11275,09182,Protein families: genetic information processing\n
8923,Cre13.g567550,K08857,09181,Protein families: metabolism\n
8924,Cre13.g567550,K08857,09182,Protein families: genetic information processing\n
8925,Cre13.g567550,K08857,03400,DNA repair and recombination proteins\n
8926,Cre13.g567650,K01285,09152,Endocrine system\n
8927,Cre13.g567650,K01285,09154,Digestive system\n
8928,Cre13.g567650,K01285,09181,Protein families: metabolism\n
8929,Cre13.g567700,K11251,09143,Cell growth and death\n
8930,Cre13.g567700,K11251,09163,Immune diseases\n
8931,Cre13.g567700,K11251,09165,Substance dependence\n
8932,Cre13.g567700,K11251,09182,Protein families: genetic information processing\n
8933,Cre13.g567700,K11251,09183,Protein families: signaling and cellular processes\n
8934,Cre13.g567750,K12817,09121,Transcription\n
8935,Cre13.g567750,K12817,09182,Protein families: genetic information processing\n
8936,Cre13.g567800,K11584,09122,Translation\n
8937,Cre13.g567800,K11584,09132,Signal transduction\n
8938,Cre13.g567800,K11584,04151,PI3K-Akt signaling pathway\n
8939,Cre13.g567800,K11584,04152,AMPK signaling pathway\n
8940,Cre13.g567800,K11584,09143,Cell growth and death\n
8941,Cre13.g567800,K11584,04114,Oocyte meiosis\n
8942,Cre13.g567800,K11584,09153,Circulatory system\n
8943,Cre13.g567800,K11584,09156,Nervous system\n
8944,Cre13.g567800,K11584,09172,Infectious diseases: Viral\n
8945,Cre13.g567800,K11584,09181,Protein families: metabolism\n
8946,Cre13.g567800,K11584,09182,Protein families: genetic information processing\n
8947,Cre13.g567850,K11128,09122,Translation\n
8948,Cre13.g567850,K11128,09182,Protein families: genetic information processing\n
8949,Cre13.g567850,K11128,03032,DNA replication proteins\n
8950,Cre13.g567950,K00975,09101,Carbohydrate metabolism\n
8951,Cre13.g567950,K00975,00520,Amino sugar and nucleotide sugar metabolism\n
8952,Cre13.g567950,K00975,09145,Cellular community - prokaryotes\n
8953,Cre13.g568150,K03438,09182,Protein families: genetic information processing\n
8954,Cre13.g568400,K08955,09141,Transport and catabolism\n
8955,Cre13.g568400,K08955,09181,Protein families: metabolism\n
8956,Cre13.g568450,K11498,09181,Protein families: metabolism\n
8957,Cre13.g568450,K11498,09182,Protein families: genetic information processing\n
8958,Cre13.g568600,K03103,09101,Carbohydrate metabolism\n
8959,Cre13.g568600,K03103,00562,Inositol phosphate metabolism\n
