	Unnamed: 0	KO	Pathway_ko	Definition	Geneid
9279	9279	K08850	9181	Protein families: metabolism	
9280	9280	K08850	9182	Protein families: genetic information processing	
9281	9281	K01466	9104	Nucleotide metabolism	
9282	9282	K12858	9121	Transcription	
9283	9283	K12858	9182	Protein families: genetic information processing	
9284	9284	K00264	9102	Energy metabolism	
9285	9285	K00264	9105	Amino acid metabolism	
9286	9286	K05543	9182	Protein families: genetic information processing	
9287	9287	K17268	9182	Protein families: genetic information processing	
9288	9288	K17268	9183	Protein families: signaling and cellular processes	
9289	9289	K00953	9108	Metabolism of cofactors and vitamins	
9290	9290	K01609	9105	Amino acid metabolism	
9291	9291	K10401	9183	Protein families: signaling and cellular processes	
9292	9292	K16240	9159	Environmental adaptation	
9293	9293	K12897	9121	Transcription	
9294	9294	K12897	9181	Protein families: metabolism	
9295	9295	K12897	9182	Protein families: genetic information processing	
9296	9296	K03639	9108	Metabolism of cofactors and vitamins	
9297	9297	K03639	9123	Folding, sorting and degradation	
9298	9298	K03924	9191	Unclassified: metabolism	
9299	9299	K15710	9182	Protein families: genetic information processing	
9300	9300	K10355	9183	Protein families: signaling and cellular processes	
9301	9301	K01890	9122	Translation	
9302	9302	K01890	9181	Protein families: metabolism	
9303	9303	K01890	9182	Protein families: genetic information processing	
9304	9304	K08744	9103	Lipid metabolism	
9305	9305	K15075	9182	Protein families: genetic information processing	
9306	9306	K04564	9132	Signal transduction	
9307	9307	K04564	4068	FoxO signaling pathway	
9308	9308	K04564	9141	Transport and catabolism	
9309	9309	K04564	9149	Aging	
9310	9310	K04564	4212	Longevity regulating pathway - worm	
9311	9311	K04564	4213	Longevity regulating pathway - multiple species	
9312	9312	K04564	9164	Neurodegenerative diseases	
9313	9313	K00130	9105	Amino acid metabolism	
9314	9314	K06207	9193	Unclassified: signaling and cellular processes	
9315	9315	K01866	9122	Translation	
9316	9316	K01866	9181	Protein families: metabolism	
9317	9317	K01866	9182	Protein families: genetic information processing	
9318	9318	K01866	3029	Mitochondrial biogenesis	
9319	9319	K07376	9132	Signal transduction	
9320	9320	K07376	9144	Cellular community - eukaryotes	
9321	9321	K07376	9151	Immune system	
9322	9322	K07376	9152	Endocrine system	
9323	9323	K07376	9153	Circulatory system	
9324	9324	K07376	9154	Digestive system	
9325	9325	K07376	9156	Nervous system	
9326	9326	K07376	9157	Sensory system	
9327	9327	K07376	9159	Environmental adaptation	
9328	9328	K07376	4714	Thermogenesis	
9329	9329	K07376	9181	Protein families: metabolism	
9330	9330	K14548	9122	Translation	
9331	9331	K14548	9182	Protein families: genetic information processing	
9332	9332	K01011	9102	Energy metabolism	
9333	9333	K01011	9105	Amino acid metabolism	
9334	9334	K01011	9123	Folding, sorting and degradation	
9335	9335	K08293	9181	Protein families: metabolism	
9336	9336	K00863	9101	Carbohydrate metabolism	
9337	9337	K00863	9102	Energy metabolism	
9338	9338	K00863	9103	Lipid metabolism	
9339	9339	K00863	9151	Immune system	
9340	9340	K10884	9124	Replication and repair	
9341	9341	K10884	9182	Protein families: genetic information processing	
9342	9342	K10884	3400	DNA repair and recombination proteins	
9343	9343	K11366	9181	Protein families: metabolism	
9344	9344	K11366	9182	Protein families: genetic information processing	
9345	9345	K11366	4121	Ubiquitin system	
9346	9346	K11366	3036	Chromosome and associated proteins	
9347	9347	K13606	9108	Metabolism of cofactors and vitamins	
9348	9348	K18633	9183	Protein families: signaling and cellular processes	
9349	9349	K15180	9182	Protein families: genetic information processing	
9350	9350	K14715	9183	Protein families: signaling and cellular processes	
9351	9351	K03327	9183	Protein families: signaling and cellular processes	
9352	9352	K02734	9123	Folding, sorting and degradation	
9353	9353	K02734	9181	Protein families: metabolism	
9354	9354	K02734	9182	Protein families: genetic information processing	
9355	9355	K11086	9121	Transcription	
9356	9356	K11086	9163	Immune diseases	
9357	9357	K11086	9182	Protein families: genetic information processing	
9358	9358	K11086	3032	DNA replication proteins	
9359	9359	K07393	9191	Unclassified: metabolism	
9360	9360	K17087	9183	Protein families: signaling and cellular processes	
9361	9361	K17545	9181	Protein families: metabolism	
9362	9362	K14079	9182	Protein families: genetic information processing	
9363	9363	K02876	9122	Translation	
9364	9364	K02876	9182	Protein families: genetic information processing	
9365	9365	K05954	9109	Metabolism of terpenoids and polyketides	
9366	9366	K05954	9181	Protein families: metabolism	
9367	9367	K14016	9123	Folding, sorting and degradation	
9368	9368	K12585	9123	Folding, sorting and degradation	
9369	9369	K12585	9182	Protein families: genetic information processing	
9370	9370	K16732	9182	Protein families: genetic information processing	
9371	9371	K16732	9183	Protein families: signaling and cellular processes	
9372	9372	K12670	9107	Glycan biosynthesis and metabolism	
9373	9373	K12670	513	Various types of N-glycan biosynthesis	
9374	9374	K12670	9123	Folding, sorting and degradation	
9375	9375	K00088	9104	Nucleotide metabolism	
9376	9376	K00088	9111	Xenobiotics biodegradation and metabolism	
9377	9377	K00088	9183	Protein families: signaling and cellular processes	
9378	9378	K15711	9182	Protein families: genetic information processing	
9379	9379	K15711	3400	DNA repair and recombination proteins	
9380	9380	K01886	9122	Translation	
9381	9381	K01886	9181	Protein families: metabolism	
9382	9382	K01886	9182	Protein families: genetic information processing	
9383	9383	K07305	9191	Unclassified: metabolism	
9384	9384	K10258	9103	Lipid metabolism	
9385	9385	K10258	1040	Biosynthesis of unsaturated fatty acids	
9386	9386	K10258	9181	Protein families: metabolism	
9387	9387	K07305	9191	Unclassified: metabolism	
9388	9388	K01409	9182	Protein families: genetic information processing	
9389	9389	K03235	9182	Protein families: genetic information processing	
9390	9390	K14826	9182	Protein families: genetic information processing	
9391	9391	K05284	9107	Glycan biosynthesis and metabolism	
9392	9392	K05284	9181	Protein families: metabolism	
9393	9393	K13342	9141	Transport and catabolism	
9394	9394	K13342	9182	Protein families: genetic information processing	
9395	9395	K02047	9102	Energy metabolism	
9396	9396	K02047	9131	Membrane transport	
9397	9397	K02047	9183	Protein families: signaling and cellular processes	
9398	9398	K09595	9181	Protein families: metabolism	
9399	9399	K02183	9132	Signal transduction	
9400	9400	K02183	4015	Rap1 signaling pathway	
9401	9401	K02183	4016	MAPK signaling pathway - plant	
9402	9402	K02183	4371	Apelin signaling pathway	
9403	9403	K02183	4020	Calcium signaling pathway	
9404	9404	K02183	4070	Phosphatidylinositol signaling system	
9405	9405	K02183	4024	cAMP signaling pathway	
9406	9406	K02183	4022	cGMP-PKG signaling pathway	
9407	9407	K02183	9143	Cell growth and death	
9408	9408	K02183	4218	Cellular senescence	
9409	9409	K02183	9151	Immune system	
9410	9410	K02183	9152	Endocrine system	
9411	9411	K02183	4922	Glucagon signaling pathway	
9412	9412	K02183	4912	GnRH signaling pathway	
9413	9413	K02183	4915	Estrogen signaling pathway	
9414	9414	K02183	4921	Oxytocin signaling pathway	
9415	9415	K02183	4916	Melanogenesis	
9416	9416	K02183	4924	Renin secretion	
9417	9417	K02183	4925	Aldosterone synthesis and secretion	
9418	9418	K02183	9153	Circulatory system	
9419	9419	K02183	4270	Vascular smooth muscle contraction	
9420	9420	K02183	9154	Digestive system	
9421	9421	K02183	4971	Gastric acid secretion	
9422	9422	K02183	9156	Nervous system	
9423	9423	K02183	4720	Long-term potentiation	
9424	9424	K02183	4722	Neurotrophin signaling pathway	
9425	9425	K02183	9157	Sensory system	
9426	9426	K02183	4745	Phototransduction - fly	
9427	9427	K02183	4740	Olfactory transduction	
9428	9428	K02183	4750	Inflammatory mediator regulation of TRP channels	
9429	9429	K02183	9159	Environmental adaptation	
9430	9430	K02183	4626	Plant-pathogen interaction	
9431	9431	K02183	9161	Cancers: Overview	
9432	9432	K02183	9162	Cancers: Specific types	
9433	9433	K02183	9164	Neurodegenerative diseases	
9434	9434	K02183	9165	Substance dependence	
9435	9435	K02183	5034	Alcoholism	
9436	9436	K02183	9166	Cardiovascular diseases	
9437	9437	K02183	9171	Infectious diseases: Bacterial	
9438	9438	K02183	5152	Tuberculosis	
9439	9439	K02183	9172	Infectious diseases: Viral	
9440	9440	K02183	5163	Human cytomegalovirus infection	
9441	9441	K02183	5167	Kaposi sarcoma-associated herpesvirus infection	
9442	9442	K02183	9181	Protein families: metabolism	
9443	9443	K02183	9182	Protein families: genetic information processing	
9444	9444	K02183	3036	Chromosome and associated proteins	
9445	9445	K02183	9183	Protein families: signaling and cellular processes	
9446	9446	K13293	9104	Nucleotide metabolism	
9447	9447	K13293	9132	Signal transduction	
9448	9448	K13293	9152	Endocrine system	
9449	9449	K13293	9165	Substance dependence	
9450	9450	K02918	9122	Translation	
9451	9451	K02918	9182	Protein families: genetic information processing	
9452	9452	K02183	9132	Signal transduction	
9453	9453	K02183	4015	Rap1 signaling pathway	
9454	9454	K02183	4016	MAPK signaling pathway - plant	
9455	9455	K02183	4371	Apelin signaling pathway	
9456	9456	K02183	4020	Calcium signaling pathway	
9457	9457	K02183	4070	Phosphatidylinositol signaling system	
9458	9458	K02183	4024	cAMP signaling pathway	
9459	9459	K02183	4022	cGMP-PKG signaling pathway	
9460	9460	K02183	9143	Cell growth and death	
9461	9461	K02183	4218	Cellular senescence	
9462	9462	K02183	9151	Immune system	
9463	9463	K02183	9152	Endocrine system	
9464	9464	K02183	4922	Glucagon signaling pathway	
9465	9465	K02183	4912	GnRH signaling pathway	
9466	9466	K02183	4915	Estrogen signaling pathway	
9467	9467	K02183	4921	Oxytocin signaling pathway	
9468	9468	K02183	4916	Melanogenesis	
9469	9469	K02183	4924	Renin secretion	
9470	9470	K02183	4925	Aldosterone synthesis and secretion	
9471	9471	K02183	9153	Circulatory system	
9472	9472	K02183	4270	Vascular smooth muscle contraction	
9473	9473	K02183	9154	Digestive system	
9474	9474	K02183	4971	Gastric acid secretion	
9475	9475	K02183	9156	Nervous system	
9476	9476	K02183	4720	Long-term potentiation	
9477	9477	K02183	4722	Neurotrophin signaling pathway	
9478	9478	K02183	9157	Sensory system	
9479	9479	K02183	4745	Phototransduction - fly	
9480	9480	K02183	4740	Olfactory transduction	
9481	9481	K02183	4750	Inflammatory mediator regulation of TRP channels	
9482	9482	K02183	9159	Environmental adaptation	
9483	9483	K02183	4626	Plant-pathogen interaction	
9484	9484	K02183	9161	Cancers: Overview	
9485	9485	K02183	9162	Cancers: Specific types	
9486	9486	K02183	9164	Neurodegenerative diseases	
9487	9487	K02183	9165	Substance dependence	
9488	9488	K02183	5034	Alcoholism	
9489	9489	K02183	9166	Cardiovascular diseases	
9490	9490	K02183	9171	Infectious diseases: Bacterial	
9491	9491	K02183	5152	Tuberculosis	
9492	9492	K02183	9172	Infectious diseases: Viral	
9493	9493	K02183	5163	Human cytomegalovirus infection	
9494	9494	K02183	5167	Kaposi sarcoma-associated herpesvirus infection	
9495	9495	K02183	9181	Protein families: metabolism	
9496	9496	K02183	9182	Protein families: genetic information processing	
9497	9497	K02183	3036	Chromosome and associated proteins	
9498	9498	K02183	9183	Protein families: signaling and cellular processes	
9499	9499	K02183	9132	Signal transduction	
9500	9500	K02183	4015	Rap1 signaling pathway	
9501	9501	K02183	4016	MAPK signaling pathway - plant	
9502	9502	K02183	4371	Apelin signaling pathway	
9503	9503	K02183	4020	Calcium signaling pathway	
9504	9504	K02183	4070	Phosphatidylinositol signaling system	
9505	9505	K02183	4024	cAMP signaling pathway	
9506	9506	K02183	4022	cGMP-PKG signaling pathway	
9507	9507	K02183	9143	Cell growth and death	
9508	9508	K02183	4218	Cellular senescence	
9509	9509	K02183	9151	Immune system	
9510	9510	K02183	9152	Endocrine system	
9511	9511	K02183	4922	Glucagon signaling pathway	
9512	9512	K02183	4912	GnRH signaling pathway	
9513	9513	K02183	4915	Estrogen signaling pathway	
9514	9514	K02183	4921	Oxytocin signaling pathway	
9515	9515	K02183	4916	Melanogenesis	
9516	9516	K02183	4924	Renin secretion	
9517	9517	K02183	4925	Aldosterone synthesis and secretion	
9518	9518	K02183	9153	Circulatory system	
9519	9519	K02183	4270	Vascular smooth muscle contraction	
9520	9520	K02183	9154	Digestive system	
9521	9521	K02183	4971	Gastric acid secretion	
9522	9522	K02183	9156	Nervous system	
9523	9523	K02183	4720	Long-term potentiation	
9524	9524	K02183	4722	Neurotrophin signaling pathway	
9525	9525	K02183	9157	Sensory system	
9526	9526	K02183	4745	Phototransduction - fly	
9527	9527	K02183	4740	Olfactory transduction	
9528	9528	K02183	4750	Inflammatory mediator regulation of TRP channels	
9529	9529	K02183	9159	Environmental adaptation	
9530	9530	K02183	4626	Plant-pathogen interaction	
9531	9531	K02183	9161	Cancers: Overview	
9532	9532	K02183	9162	Cancers: Specific types	
9533	9533	K02183	9164	Neurodegenerative diseases	
9534	9534	K02183	9165	Substance dependence	
9535	9535	K02183	5034	Alcoholism	
9536	9536	K02183	9166	Cardiovascular diseases	
9537	9537	K02183	9171	Infectious diseases: Bacterial	
9538	9538	K02183	5152	Tuberculosis	
9539	9539	K02183	9172	Infectious diseases: Viral	
9540	9540	K02183	5163	Human cytomegalovirus infection	
9541	9541	K02183	5167	Kaposi sarcoma-associated herpesvirus infection	
9542	9542	K02183	9181	Protein families: metabolism	
9543	9543	K02183	9182	Protein families: genetic information processing	
9544	9544	K02183	3036	Chromosome and associated proteins	
9545	9545	K02183	9183	Protein families: signaling and cellular processes	
9546	9546	K02992	9122	Translation	
9547	9547	K02992	9182	Protein families: genetic information processing	
9548	9548	K11320	9182	Protein families: genetic information processing	
9549	9549	K01358	9143	Cell growth and death	
9550	9550	K01358	9149	Aging	
9551	9551	K01358	9181	Protein families: metabolism	
9552	9552	K00234	9101	Carbohydrate metabolism	
9553	9553	K00234	9102	Energy metabolism	
9554	9554	K00234	9159	Environmental adaptation	
9555	9555	K00234	9164	Neurodegenerative diseases	
9556	9556	K00234	5012	Parkinson disease	
9557	9557	K00234	5016	Huntington disease	
9558	9558	K00234	9167	Endocrine and metabolic diseases	
9559	9559	K03097	9122	Translation	
9560	9560	K03097	9132	Signal transduction	
9561	9561	K03097	4064	NF-kappa B signaling pathway	
9562	9562	K03097	9141	Transport and catabolism	
9563	9563	K03097	4139	Mitophagy - yeast	
9564	9564	K03097	9144	Cellular community - eukaryotes	
9565	9565	K03097	9159	Environmental adaptation	
9566	9566	K03097	9172	Infectious diseases: Viral	
9567	9567	K03097	5168	Herpes simplex infection	
9568	9568	K03097	9181	Protein families: metabolism	
9569	9569	K03097	9182	Protein families: genetic information processing	
9570	9570	K02727	9123	Folding, sorting and degradation	
9571	9571	K02727	9181	Protein families: metabolism	
9572	9572	K02727	9182	Protein families: genetic information processing	
9573	9573	K01658	9105	Amino acid metabolism	
9574	9574	K01658	9110	Biosynthesis of other secondary metabolites	
9575	9575	K01658	9145	Cellular community - prokaryotes	
9576	9576	K01658	2025	Biofilm formation - Pseudomonas aeruginosa	
9577	9577	K14652	9108	Metabolism of cofactors and vitamins	
9578	9578	K14652	790	Folate biosynthesis	
9579	9579	K12948	9123	Folding, sorting and degradation	
9580	9580	K12869	9121	Transcription	
9581	9581	K12869	9182	Protein families: genetic information processing	
9582	9582	K12869	3036	Chromosome and associated proteins	
9583	9583	K09668	9107	Glycan biosynthesis and metabolism	
9584	9584	K09668	9181	Protein families: metabolism	
9585	9585	K02932	9122	Translation	
9586	9586	K02932	9181	Protein families: metabolism	
9587	9587	K02932	9182	Protein families: genetic information processing	
9588	9588	K00645	9103	Lipid metabolism	
9589	9589	K00645	9110	Biosynthesis of other secondary metabolites	
9590	9590	K00645	9181	Protein families: metabolism	
9591	9591	K12447	9101	Carbohydrate metabolism	
9592	9592	K12447	52	Galactose metabolism	
9593	9593	K12447	53	Ascorbate and aldarate metabolism	
9594	9594	K12447	520	Amino sugar and nucleotide sugar metabolism	
9595	9595	K04482	9124	Replication and repair	
9596	9596	K04482	3460	Fanconi anemia pathway	
9597	9597	K04482	9161	Cancers: Overview	
9598	9598	K04482	9162	Cancers: Specific types	
9599	9599	K04482	9182	Protein families: genetic information processing	
9600	9600	K04482	4121	Ubiquitin system	
9601	9601	K04482	3400	DNA repair and recombination proteins	
9602	9602	K15449	9182	Protein families: genetic information processing	
9603	9603	K00670	9182	Protein families: genetic information processing	
9604	9604	K04427	9132	Signal transduction	
9605	9605	K04427	4013	MAPK signaling pathway - fly	
9606	9606	K04427	4310	Wnt signaling pathway	
9607	9607	K04427	4064	NF-kappa B signaling pathway	
9608	9608	K04427	4668	TNF signaling pathway	
9609	9609	K04427	4152	AMPK signaling pathway	
9610	9610	K04427	9141	Transport and catabolism	
9611	9611	K04427	9143	Cell growth and death	
9612	9612	K04427	9144	Cellular community - eukaryotes	
9613	9613	K04427	9151	Immune system	
9614	9614	K04427	4624	Toll and Imd signaling pathway	
9615	9615	K04427	4621	NOD-like receptor signaling pathway	
9616	9616	K04427	4622	RIG-I-like receptor signaling pathway	
9617	9617	K04427	4660	T cell receptor signaling pathway	
9618	9618	K04427	4657	IL-17 signaling pathway	
9619	9619	K04427	9158	Development	
9620	9620	K04427	9166	Cardiovascular diseases	
9621	9621	K04427	9172	Infectious diseases: Viral	
9622	9622	K04427	5162	Measles	
9623	9623	K04427	5168	Herpes simplex infection	
9624	9624	K04427	5169	Epstein-Barr virus infection	
9625	9625	K04427	9174	Infectious diseases: Parasitic	
9626	9626	K04427	5140	Leishmaniasis	
9627	9627	K04427	9181	Protein families: metabolism	
9628	9628	K04427	9132	Signal transduction	
9629	9629	K04427	4013	MAPK signaling pathway - fly	
9630	9630	K04427	4310	Wnt signaling pathway	
9631	9631	K04427	4064	NF-kappa B signaling pathway	
9632	9632	K04427	4668	TNF signaling pathway	
9633	9633	K04427	4152	AMPK signaling pathway	
9634	9634	K04427	9141	Transport and catabolism	
9635	9635	K04427	9143	Cell growth and death	
9636	9636	K04427	9144	Cellular community - eukaryotes	
9637	9637	K04427	9151	Immune system	
9638	9638	K04427	4624	Toll and Imd signaling pathway	
9639	9639	K04427	4621	NOD-like receptor signaling pathway	
9640	9640	K04427	4622	RIG-I-like receptor signaling pathway	
9641	9641	K04427	4660	T cell receptor signaling pathway	
9642	9642	K04427	4657	IL-17 signaling pathway	
9643	9643	K04427	9158	Development	
9644	9644	K04427	9166	Cardiovascular diseases	
9645	9645	K04427	9172	Infectious diseases: Viral	
9646	9646	K04427	5162	Measles	
9647	9647	K04427	5168	Herpes simplex infection	
9648	9648	K04427	5169	Epstein-Barr virus infection	
9649	9649	K04427	9174	Infectious diseases: Parasitic	
9650	9650	K04427	5140	Leishmaniasis	
9651	9651	K04427	9181	Protein families: metabolism	
9652	9652	K18534	9108	Metabolism of cofactors and vitamins	
9653	9653	K12590	9123	Folding, sorting and degradation	
9654	9654	K12590	9182	Protein families: genetic information processing	
9655	9655	K10408	9164	Neurodegenerative diseases	
9656	9656	K10408	9183	Protein families: signaling and cellular processes	
9657	9657	K13754	9183	Protein families: signaling and cellular processes	
9658	9658	K03327	9183	Protein families: signaling and cellular processes	
9659	9659	K03061	9123	Folding, sorting and degradation	
9660	9660	K03061	9172	Infectious diseases: Viral	
9661	9661	K03061	9182	Protein families: genetic information processing	
9662	9662	K12502	9108	Metabolism of cofactors and vitamins	
9663	9663	K10696	9182	Protein families: genetic information processing	
9664	9664	K00472	9105	Amino acid metabolism	
9665	9665	K15450	9182	Protein families: genetic information processing	
9666	9666	K02639	9102	Energy metabolism	
9667	9667	K02639	9181	Protein families: metabolism	
9668	9668	K17497	9101	Carbohydrate metabolism	
9669	9669	K17497	520	Amino sugar and nucleotide sugar metabolism	
9670	9670	K06210	9108	Metabolism of cofactors and vitamins	
9671	9671	K02434	9122	Translation	
9672	9672	K02434	9182	Protein families: genetic information processing	
9673	9673	K10408	9164	Neurodegenerative diseases	
9674	9674	K10408	9183	Protein families: signaling and cellular processes	
9675	9675	K00215	9105	Amino acid metabolism	
9676	9676	K00215	9110	Biosynthesis of other secondary metabolites	
9677	9677	K12832	9121	Transcription	
9678	9678	K12832	9182	Protein families: genetic information processing	
9679	9679	K12343	9103	Lipid metabolism	
9680	9680	K00566	9123	Folding, sorting and degradation	
9681	9681	K00566	9182	Protein families: genetic information processing	
9682	9682	K14947	9182	Protein families: genetic information processing	
9683	9683	K14947	9182	Protein families: genetic information processing	
9684	9684	K01419	9181	Protein families: metabolism	
9685	9685	K01872	9122	Translation	
9686	9686	K01872	9181	Protein families: metabolism	
9687	9687	K01872	9182	Protein families: genetic information processing	
9688	9688	K00029	9101	Carbohydrate metabolism	
9689	9689	K00029	9102	Energy metabolism	
9690	9690	K08653	9123	Folding, sorting and degradation	
9691	9691	K08653	9181	Protein families: metabolism	
9692	9692	K08653	9182	Protein families: genetic information processing	
9693	9693	K15440	9182	Protein families: genetic information processing	
9694	9694	K11855	9181	Protein families: metabolism	
9695	9695	K11855	9182	Protein families: genetic information processing	
9696	9696	K17602	9181	Protein families: metabolism	
9697	9697	K06963	9182	Protein families: genetic information processing	
9698	9698	K00029	9101	Carbohydrate metabolism	
9699	9699	K00029	9102	Energy metabolism	
9700	9700	K00029	9101	Carbohydrate metabolism	
9701	9701	K00029	9102	Energy metabolism	
9702	9702	K03320	9183	Protein families: signaling and cellular processes	
9703	9703	K05941	9191	Unclassified: metabolism	
9704	9704	K02873	9122	Translation	
9705	9705	K02873	9182	Protein families: genetic information processing	
9706	9706	K17744	9101	Carbohydrate metabolism	
9707	9707	K15323	9182	Protein families: genetic information processing	
9708	9708	K00616	9101	Carbohydrate metabolism	
9709	9709	K00020	9105	Amino acid metabolism	
9710	9710	K03921	9103	Lipid metabolism	
9711	9711	K03921	1040	Biosynthesis of unsaturated fatty acids	
9712	9712	K03921	9181	Protein families: metabolism	
9713	9713	K08339	9141	Transport and catabolism	
9714	9714	K08339	4138	Autophagy - yeast	
9715	9715	K08339	4136	Autophagy - other	
9716	9716	K08339	4137	Mitophagy - animal	
9717	9717	K08339	9143	Cell growth and death	
9718	9718	K08339	9151	Immune system	
9719	9719	K08339	4622	RIG-I-like receptor signaling pathway	
9720	9720	K08339	9149	Aging	
9721	9721	K08339	4213	Longevity regulating pathway - multiple species	
9722	9722	K08339	9171	Infectious diseases: Bacterial	
9723	9723	K08339	9182	Protein families: genetic information processing	
9724	9724	K08339	3029	Mitochondrial biogenesis	
9725	9725	K17580	9181	Protein families: metabolism	
9726	9726	K13248	9108	Metabolism of cofactors and vitamins	
9727	9727	K13248	9181	Protein families: metabolism	
9728	9728	K14648	9191	Unclassified: metabolism	
9729	9729	K03687	9182	Protein families: genetic information processing	
9730	9730	K03687	3029	Mitochondrial biogenesis	
9731	9731	K01104	9191	Unclassified: metabolism	
9732	9732	K03035	9123	Folding, sorting and degradation	
9733	9733	K03035	9172	Infectious diseases: Viral	
9734	9734	K03035	9182	Protein families: genetic information processing	
9735	9735	K06634	9121	Transcription	
9736	9736	K06634	9124	Replication and repair	
9737	9737	K06634	9143	Cell growth and death	
9738	9738	K06634	9182	Protein families: genetic information processing	
9739	9739	K06634	3400	DNA repair and recombination proteins	
9740	9740	K10768	9191	Unclassified: metabolism	
9741	9741	K12604	9123	Folding, sorting and degradation	
9742	9742	K12604	9182	Protein families: genetic information processing	
9743	9743	K17783	9182	Protein families: genetic information processing	
9744	9744	K12855	9121	Transcription	
9745	9745	K12855	9182	Protein families: genetic information processing	
9746	9746	K01008	9106	Metabolism of other amino acids	
9747	9747	K01008	9182	Protein families: genetic information processing	
9748	9748	K10730	9182	Protein families: genetic information processing	
9749	9749	K10730	3400	DNA repair and recombination proteins	
9750	9750	K05931	9176	Drug resistance: Antineoplastic	
9751	9751	K05931	9182	Protein families: genetic information processing	
9752	9752	K03626	9152	Endocrine system	
9753	9753	K06636	9143	Cell growth and death	
9754	9754	K06636	4111	Cell cycle - yeast	
9755	9755	K06636	4113	Meiosis - yeast	
9756	9756	K06636	4114	Oocyte meiosis	
9757	9757	K06636	9182	Protein families: genetic information processing	
9758	9758	K02136	9102	Energy metabolism	
9759	9759	K02136	9159	Environmental adaptation	
9760	9760	K02136	9164	Neurodegenerative diseases	
9761	9761	K02136	5012	Parkinson disease	
9762	9762	K02136	5016	Huntington disease	
9763	9763	K17262	9183	Protein families: signaling and cellular processes	
9764	9764	K17262	4147	Exosome	
9765	9765	K13989	9123	Folding, sorting and degradation	
9766	9766	K15190	9182	Protein families: genetic information processing	
9767	9767	K04523	9123	Folding, sorting and degradation	
9768	9768	K04523	9182	Protein families: genetic information processing	
9769	9769	K04523	3051	Proteasome	
9770	9770	K05677	9131	Membrane transport	
9771	9771	K05677	9141	Transport and catabolism	
9772	9772	K05677	9183	Protein families: signaling and cellular processes	
9773	9773	K00413	9102	Energy metabolism	
9774	9774	K00413	9132	Signal transduction	
9775	9775	K00413	9153	Circulatory system	
9776	9776	K00413	9159	Environmental adaptation	
9777	9777	K00413	9164	Neurodegenerative diseases	
9778	9778	K00413	5012	Parkinson disease	
9779	9779	K00413	5016	Huntington disease	
9780	9780	K00413	9167	Endocrine and metabolic diseases	
9781	9781	K17800	9141	Transport and catabolism	
9782	9782	K17800	9182	Protein families: genetic information processing	
9783	9783	K17800	9183	Protein families: signaling and cellular processes	
9784	9784	K01409	9182	Protein families: genetic information processing	
9785	9785	K07562	9122	Translation	
9786	9786	K07562	3008	Ribosome biogenesis in eukaryotes	
9787	9787	K07562	9182	Protein families: genetic information processing	
9788	9788	K15103	9183	Protein families: signaling and cellular processes	
9789	9789	K06268	9132	Signal transduction	
9790	9790	K06268	4310	Wnt signaling pathway	
9791	9791	K06268	4370	VEGF signaling pathway	
9792	9792	K06268	4020	Calcium signaling pathway	
9793	9793	K06268	4022	cGMP-PKG signaling pathway	
9794	9794	K06268	9143	Cell growth and death	
9795	9795	K06268	4218	Cellular senescence	
9796	9796	K06268	9151	Immune system	
9797	9797	K06268	4650	Natural killer cell mediated cytotoxicity	
9798	9798	K06268	4660	T cell receptor signaling pathway	
9799	9799	K06268	4658	Th1 and Th2 cell differentiation	
9800	9800	K06268	4659	Th17 cell differentiation	
9801	9801	K06268	4662	B cell receptor signaling pathway	
9802	9802	K06268	9152	Endocrine system	
9803	9803	K06268	4921	Oxytocin signaling pathway	
9804	9804	K06268	4924	Renin secretion	
9805	9805	K06268	9156	Nervous system	
9806	9806	K06268	4720	Long-term potentiation	
9807	9807	K06268	9158	Development	
9808	9808	K06268	4380	Osteoclast differentiation	
9809	9809	K06268	9164	Neurodegenerative diseases	
9810	9810	K06268	5014	Amyotrophic lateral sclerosis (ALS)\n	
9811	9811	K06268	9165	Substance dependence	
9812	9812	K06268	9171	Infectious diseases: Bacterial	
9813	9813	K06268	9172	Infectious diseases: Viral	
9814	9814	K06268	5170	Human immunodeficiency virus 1 infection	
9815	9815	K06268	5163	Human cytomegalovirus infection	
9816	9816	K06268	5167	Kaposi sarcoma-associated herpesvirus infection	
9817	9817	K06268	9181	Protein families: metabolism	
9818	9818	K15285	9183	Protein families: signaling and cellular processes	
9819	9819	K07901	9132	Signal transduction	
9820	9820	K07901	9141	Transport and catabolism	
9821	9821	K07901	9144	Cellular community - eukaryotes	
9822	9822	K07901	9154	Digestive system	
9823	9823	K07901	9182	Protein families: genetic information processing	
9824	9824	K07901	3036	Chromosome and associated proteins	
9825	9825	K07901	9183	Protein families: signaling and cellular processes	
9826	9826	K07901	4031	GTP-binding proteins	
9827	9827	K06215	9108	Metabolism of cofactors and vitamins	
9828	9828	K03924	9191	Unclassified: metabolism	
9829	9829	K17609	9181	Protein families: metabolism	
9830	9830	K19001	9182	Protein families: genetic information processing	
9831	9831	K05757	9141	Transport and catabolism	
9832	9832	K05757	9142	Cell motility	
9833	9833	K05757	9151	Immune system	
9834	9834	K05757	9171	Infectious diseases: Bacterial	
9835	9835	K05757	5132	Salmonella infection	
9836	9836	K05757	5131	Shigellosis	
9837	9837	K05757	5100	Bacterial invasion of epithelial cells	
9838	9838	K05757	9182	Protein families: genetic information processing	
9839	9839	K05757	9183	Protein families: signaling and cellular processes	
